WaterbodyName,Years,SampleDate,Alkalinity,Ammonia,BOD,Chloride,Conductivity,DO,Orthophosphate,pH,Temp,Hardness,Color,IndWQI,IndWQI_Score,IWQI,IWQI_Score,DWQI,DWQI_Score,AWQI,AWQI_Score,BOD_DO_Ratio,Hardness_Alkalinity_Ratio
ABBEYTOWN_010,2023,Feb,0.7388235294117647,0.023913043478260874,0.41379310344827586,0.3568627450980392,0.7811059907834101,0.3678373382624769,0.008852963818321785,0.6048632218844987,0.4083333333333333,0.8114035087719298,0.1111111111111111,Poor,0.2284407006075042,Very Bad,0.32133176354625864,Poor,0.2932488608202095,Good,0.12385026737967925,0.022857142421768718,1.1783439452918982
Allua,2007,Aug,0.039999999999999994,0.023913043478260874,0.41379310344827586,0.1503267973856209,0.05299539170506912,0.4365988909426987,0.008852963818321785,0.5653495440729484,0.7291666666666666,0.03464912280701754,0.13425925925925924,Good,0.938687570722152,Bad,0.9522711715905048,Medium,0.6653649372451835,Good,0.12385026737967925,0.01941747541395671,0.9294117100346053
Allua,2007,Aug,0.042352941176470586,0.023913043478260874,0.41379310344827586,0.1477124183006536,0.05184331797235023,0.4410351201478743,0.008852963818321785,0.5531914893617023,0.7166666666666667,0.034868421052631576,0.14351851851851852,Good,0.9382524800746455,Bad,0.9589710593324756,Medium,0.6658326005276203,Good,0.12385026737967925,0.01923076892258383,0.8833332842592619
Allua,2007,Sep,0.04470588235294117,0.023913043478260874,0.41379310344827586,0.13725490196078433,0.049539170506912436,0.4680221811460259,0.008852963818321785,0.4620060790273559,0.8125,0.033771929824561404,0.10648148148148148,Good,0.9402866701149382,Bad,0.9987898036853492,Medium,0.6678711327843954,Good,0.12385026737967925,0.018168054229098347,0.8105262731301961
Allua,2007,Sep,0.04470588235294117,0.04782608695652175,0.41379310344827586,0.14901960784313725,0.05529953917050691,0.46728280961183,0.008852963818321785,0.4802431610942248,0.8291666666666666,0.0375,0.12037037037037036,Good,0.8850797811072428,Bad,0.9642115926950142,Poor,0.4348349188584222,Regular,0.0417112299465241,0.018195602453440447,0.8999999526315815
Allua,2007,Sep,0.042352941176470586,0.023913043478260874,0.41379310344827586,0.15163398692810456,0.05529953917050691,0.4465804066543438,0.008852963818321785,0.696048632218845,0.8416666666666667,0.03684210526315789,0.11574074074074073,Good,0.934972348634673,Bad,0.89625715302686,Medium,0.6633264049884087,Good,0.12385026737967925,0.019002374996003563,0.9333332814814843
Allua,2008,Mar,0.03529411764705882,0.023913043478260874,0.4827586206896552,0.20915032679738563,0.08410138248847926,0.37818853974121996,0.008852963818321785,0.4164133738601823,0.24999999999999997,0.03728070175438596,0.10185185185185185,Good,0.8190603172119428,Very Bad,0.6800098568025629,Medium,0.649092653289632,Good,0.12385026737967925,0.025974025492133106,1.1333332577777828
Allua,2008,Mar,0.030588235294117645,0.028985507246376815,0.41379310344827586,0.20522875816993463,0.14516129032258066,0.37412199630314236,0.0034642032332563508,0.32522796352583594,0.24166666666666667,0.03289473684210526,0.10185185185185185,Good,0.835488502624598,Very Bad,0.7231059880075569,Poor,0.535314573507075,Good,0.15778966131907307,0.02249297052496775,1.1538460650887643
Allua,2008,Mar,0.028235294117647056,0.028260869565217395,0.37931034482758624,0.20915032679738563,0.12788018433179724,0.3744916820702403,0.008852963818321785,0.43161094224924046,0.23749999999999996,0.03574561403508772,0.1111111111111111,Good,0.8052029046611064,Very Bad,0.6798154587520193,Poor,0.5533455911743546,Good,0.10844919786096263,0.020599250550575834,1.3583332201388985
Allua,2008,Apr,0.03294117647058823,0.05797101449275363,0.41379310344827586,0.2549019607843137,0.07949308755760369,0.42181146025878,0.008852963818321785,0.35562310030395183,0.4458333333333333,0.04407894736842105,0.06944444444444445,Good,0.8501171397897134,Very Bad,0.6787585904772335,Poor,0.4161883443920378,Regular,0.0417112299465241,0.020066889296540314,1.4357141831632727
Allua,2008,Apr,0.03294117647058823,0.07173913043478262,0.41379310344827586,0.2549019607843137,0.07603686635944701,0.4417744916820703,0.008852963818321785,0.358662613981763,0.5083333333333333,0.04144736842105263,0.07870370370370369,Good,0.8570333859267085,Bad,0.9296634997125099,Poor,0.4187904708609802,Regular,0.0417112299465241,0.019199999692800004,1.3499999035714354
Allua,2008,Apr,0.028235294117647056,0.09347826086956523,0.41379310344827586,0.2562091503267974,0.07603686635944701,0.43068391866913125,0.008852963818321785,0.34650455927051693,0.45833333333333326,0.0418859649122807,0.041666666666666664,Good,0.8940547029053858,Bad,0.9322536483859486,Poor,0.4744463985930132,Regular,0.0417112299465241,0.019672130825047037,1.5916665340277891
Allua,2008,May,0.03294117647058823,0.03768115942028986,0.41379310344827586,0.24967320261437911,0.07834101382488479,0.41256931608133085,0.008852963818321785,0.43465045592705165,0.5291666666666667,0.3333333333333333,0.06018518518518518,Moderate,0.7672540317965346,Very Bad,0.3765298578977631,Poor,0.3275041969781759,Good,0.07508021390374331,0.020495302809644702,10.857142081632709
Allua,2008,May,0.03764705882352941,0.04202898550724639,0.41379310344827586,0.23921568627450981,0.06912442396313363,0.4121996303142329,0.008852963818321785,0.3920972644376901,0.5458333333333333,0.0418859649122807,0.06481481481481481,Good,0.8980596956538749,Bad,0.9380691618979822,Poor,0.4220441282276761,Good,0.05967914438502675,0.020512820162174015,1.1937499253906296
Allua,2008,May,0.03294117647058823,0.03695652173913044,0.41379310344827586,0.24444444444444444,0.07603686635944701,0.40850277264325324,0.008852963818321785,0.40729483282674783,0.5333333333333333,0.0462719298245614,0.06481481481481481,Good,0.9018339585135349,Bad,0.8990143197437231,Poor,0.41696778319609884,Good,0.07764705882352946,0.020689654815695607,1.5071427494898038
Allua,2008,Jun,0.03764705882352941,0.01811594202898551,0.41379310344827586,0.2104575163398693,0.0748847926267281,0.39297597042513865,0.003849114703618168,0.43161094224924046,0.6999999999999998,0.04671052631578947,0.10185185185185185,Good,0.9687418592554926,Bad,0.8932097582345373,Medium,0.7550003997122074,Excellent,0.19258467023172898,0.021466904803812078,1.33124991679688
Allua,2008,Jun,0.042352941176470586,0.029710144927536236,0.41379310344827586,0.19477124183006536,0.06797235023041474,0.3693160813308688,0.0034642032332563508,0.38601823708206684,0.6541666666666667,0.042763157894736836,0.12037037037037036,Good,0.9528919836395486,Bad,0.9407688305998961,Poor,0.5456071628427532,Good,0.15522281639928698,0.02277039804989757,1.0833332731481515
Allua,2008,Jun,0.03764705882352941,0.023913043478260874,0.41379310344827586,0.20653594771241832,0.06912442396313363,0.3866913123844732,0.0034642032332563508,0.43161094224924046,0.5708333333333333,0.043859649122807015,0.11574074074074073,Good,0.9573164194198502,Bad,0.9191687429838732,Medium,0.6513510272603726,Excellent,0.17575757575757583,0.021798364726641876,1.2499999218750049
Allua,2008,Aug,0.03294117647058823,0.023913043478260874,0.41379310344827586,0.14640522875816994,0.05069124423963134,0.4121996303142329,0.008852963818321785,0.43465045592705165,0.7124999999999999,0.03706140350877193,0.16203703703703703,Good,0.9432484884837897,Bad,0.9940831804616272,Medium,0.6652130466064434,Good,0.12385026737967925,0.020512820162174015,1.2071427709183735
Allua,2008,Oct,0.039999999999999994,0.03985507246376812,0.41379310344827586,0.12915032679738564,0.05299539170506912,0.35489833641404805,0.008852963818321785,0.3708206686930091,0.5083333333333333,0.039912280701754385,0.17592592592592593,Good,0.8829154840401565,Bad,0.9991238397721985,Poor,0.4356583260052761,Good,0.06737967914438509,0.023645319731126706,1.0705881723183428
Allua,2009,Apr,0.039999999999999994,0.01594202898550725,0.41379310344827586,0.1304575163398693,0.37211981566820274,0.40406654343807763,0.008852963818321785,0.2705167173252283,0.3625,0.3333333333333333,0.1388888888888889,Moderate,0.6004518973458457,Very Bad,0.4297565917367138,Poor,0.6038212487009358,Good,0.15208556149732622,0.02090592298073305,8.941175944636708
Allua,2009,Apr,0.04941176470588235,0.013043478260869566,0.41379310344827586,0.13555555555555554,0.37211981566820274,0.41589648798521256,0.008852963818321785,0.3313069908814592,0.36666666666666664,0.3333333333333333,0.10185185185185185,Moderate,0.6014916306988836,Very Bad,0.4100429866111765,Medium,0.6572307938284436,Good,0.1623529411764706,0.020338982706118936,7.238094893424052
Allua,2009,Jun,0.03764705882352941,0.0318840579710145,0.7931034482758621,0.11516339869281046,0.041474654377880185,0.39038817005545284,0.008852963818321785,0.5167173252279635,0.6083333333333333,0.03859649122807018,0.14351851851851852,Good,0.9251172122323792,Bad,0.9902034334528927,Poor,0.5219641857862338,Good,0.09561497326203211,0.04140413966869236,1.0999999312500044
Allua,2011,Jun,0.03764705882352941,0.02028985507246377,0.7241379310344829,0.13333333333333333,0.042626728110599074,0.3985212569316081,0.008852963818321785,0.46808510638297873,0.6124999999999999,0.04100877192982456,0.14351851851851852,Good,0.9447873155790851,Bad,0.9951017167264464,Medium,0.7340874570309379,Good,0.13668449197860966,0.03706972573575065,1.1687499269531294
Allua,2011,Jun,0.03764705882352941,0.01956521739130435,0.7241379310344829,0.13464052287581701,0.041474654377880185,0.3944547134935305,0.008852963818321785,0.4863221884498481,0.6208333333333332,0.04057017543859649,0.10185185185185185,Good,0.9468727225837115,Bad,0.9939736604331518,Medium,0.7480813814053882,Good,0.13925133689839575,0.03743315441295625,1.1562499277343794
Allua,2011,Aug,0.03764705882352941,0.023913043478260874,0.41379310344827586,0.11281045751633988,0.042626728110599074,0.3922365988909427,0.008852963818321785,0.49240121580547136,0.7333333333333333,0.042763157894736836,0.12037037037037036,Good,0.9472702517092848,Bad,0.9818059852695564,Medium,0.667295547206012,Good,0.12385026737967925,0.02150537595868502,1.2187499238281296
